"kooskolastaja";"tahtaeg";"vastamisaeg";"markused";"aktinimi";"link"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 05.05.2016 23:59";"Edastatud";"";"Keskkonnaministri 31.01.2005 määruse nr 4 „Bensiini veo ja bensiini terminalides ning tanklates hoidmise nõuded lenduvate orgaaniliste ühendite heitkoguste piiramise eesmärgil“ muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/52a562c8-8f58-4adf-979f-1aa71950b7ff?activity=1"
"Rahandusministeerium";"Tähtaeg: 17.05.2016 23:59";"Edastatud";"";"„Eesti maaelu arengukava 2014–2020” muudatusettepanekute heakskiitmine ja volituse andmine";"https://eelnoud.valitsus.ee/main/mount/docList/87619073-012e-4f6e-8937-f9aaec39152f?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 17.05.2016 23:59";"Edastatud";"";"„Eesti maaelu arengukava 2014–2020” muudatusettepanekute heakskiitmine ja volituse andmine";"https://eelnoud.valitsus.ee/main/mount/docList/87619073-012e-4f6e-8937-f9aaec39152f?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 17.05.2016 23:59";"Edastatud";"";"„Eesti maaelu arengukava 2014–2020” muudatusettepanekute heakskiitmine ja volituse andmine";"https://eelnoud.valitsus.ee/main/mount/docList/87619073-012e-4f6e-8937-f9aaec39152f?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Põllumajandusministri 14. jaanuari 2015. a määruse nr 5 „Kalapüügi- ja vesiviljelustoodete liikide tootenimetuste loetelu” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/4fd8210c-9950-4fb4-b861-5da99d2e2047?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Põllumajandusministri 14. jaanuari 2015. a määruse nr 5 „Kalapüügi- ja vesiviljelustoodete liikide tootenimetuste loetelu” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/4fd8210c-9950-4fb4-b861-5da99d2e2047?activity=1"
"Kaitseministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Haridus- ja Teadusministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Rahandusministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Maaeluministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Kultuuriministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Siseministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Välisministeerium";"Tähtaeg: 31.05.2016 23:59";"Edastatud";"";"Tehnovõrkude talumistasu seadus";"https://eelnoud.valitsus.ee/main/mount/docList/ee2b2493-588d-4535-a3b3-319666b62012?activity=1"
"Rahandusministeerium";"Tähtaeg: 30.05.2016 23:59";"Edastatud";"";"Ameerika Ühendriikide valitsuse ja Eesti Vabariigi valitsuse vaheline vastastikuste kaitsevaldkonna hangete kokkuleppe eelnõu heakskiitmine ja volituse andmine AK";"https://eelnoud.valitsus.ee/main/mount/docList/1f5d7e94-1f6c-4089-954b-c6a05a494b88?activity=1"
"Justiitsministeerium";"Tähtaeg: 30.05.2016 23:59";"Edastatud";"";"Ameerika Ühendriikide valitsuse ja Eesti Vabariigi valitsuse vaheline vastastikuste kaitsevaldkonna hangete kokkuleppe eelnõu heakskiitmine ja volituse andmine AK";"https://eelnoud.valitsus.ee/main/mount/docList/1f5d7e94-1f6c-4089-954b-c6a05a494b88?activity=1"
"Riigikantselei";"Tähtaeg: 30.05.2016 23:59";"Edastatud";"";"Ameerika Ühendriikide valitsuse ja Eesti Vabariigi valitsuse vaheline vastastikuste kaitsevaldkonna hangete kokkuleppe eelnõu heakskiitmine ja volituse andmine AK";"https://eelnoud.valitsus.ee/main/mount/docList/1f5d7e94-1f6c-4089-954b-c6a05a494b88?activity=1"
"Välisministeerium";"Tähtaeg: 30.05.2016 23:59";"Edastatud";"";"Ameerika Ühendriikide valitsuse ja Eesti Vabariigi valitsuse vaheline vastastikuste kaitsevaldkonna hangete kokkuleppe eelnõu heakskiitmine ja volituse andmine AK";"https://eelnoud.valitsus.ee/main/mount/docList/1f5d7e94-1f6c-4089-954b-c6a05a494b88?activity=1"
"Haridus- ja Teadusministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetme „Ettevõtete energia- ja ressursitõhusus“ tegevuse „Investeeringud parimasse võimalikku ressursitõhusasse tehnikasse; ressursijuhtimis-süsteemide ja toetavate IT-rakenduste toetamine“ jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/6ce14be4-dcc8-4c43-ba2f-72e72fd5305b?activity=1"
"Rahandusministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetme „Ettevõtete energia- ja ressursitõhusus“ tegevuse „Investeeringud parimasse võimalikku ressursitõhusasse tehnikasse; ressursijuhtimis-süsteemide ja toetavate IT-rakenduste toetamine“ jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/6ce14be4-dcc8-4c43-ba2f-72e72fd5305b?activity=1"
"Maaeluministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetme „Ettevõtete energia- ja ressursitõhusus“ tegevuse „Investeeringud parimasse võimalikku ressursitõhusasse tehnikasse; ressursijuhtimis-süsteemide ja toetavate IT-rakenduste toetamine“ jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/6ce14be4-dcc8-4c43-ba2f-72e72fd5305b?activity=1"
"Kultuuriministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetme „Ettevõtete energia- ja ressursitõhusus“ tegevuse „Investeeringud parimasse võimalikku ressursitõhusasse tehnikasse; ressursijuhtimis-süsteemide ja toetavate IT-rakenduste toetamine“ jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/6ce14be4-dcc8-4c43-ba2f-72e72fd5305b?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetme „Ettevõtete energia- ja ressursitõhusus“ tegevuse „Investeeringud parimasse võimalikku ressursitõhusasse tehnikasse; ressursijuhtimis-süsteemide ja toetavate IT-rakenduste toetamine“ jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/6ce14be4-dcc8-4c43-ba2f-72e72fd5305b?activity=1"
"Siseministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetme „Ettevõtete energia- ja ressursitõhusus“ tegevuse „Investeeringud parimasse võimalikku ressursitõhusasse tehnikasse; ressursijuhtimis-süsteemide ja toetavate IT-rakenduste toetamine“ jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/6ce14be4-dcc8-4c43-ba2f-72e72fd5305b?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetme „Ettevõtete energia- ja ressursitõhusus“ tegevuse „Investeeringud parimasse võimalikku ressursitõhusasse tehnikasse; ressursijuhtimis-süsteemide ja toetavate IT-rakenduste toetamine“ jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/6ce14be4-dcc8-4c43-ba2f-72e72fd5305b?activity=1"
"Eesti Maaomavalitsuste Liit";"Tähtaeg: 21.03.2016 23:59";"Vastatud: 22.03.2016 11:24";"Kooskõlastatud märkustega";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=2"
"Rahandusministeerium";"Tähtaeg: 21.03.2016 23:59";"Vastatud: 19.04.2016 13:56";"Kooskõlastatud märkustega";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=2"
"Siseministeerium";"Tähtaeg: 21.03.2016 23:59";"Tähtaeg ületatud";"";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=2"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 21.03.2016 23:59";"Tähtaeg ületatud";"";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=2"
"Eesti Linnade Liit";"Tähtaeg: 21.03.2016 23:59";"Vastatud: 22.03.2016 11:14";"Kooskõlastatud märkustega";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=2"
"Justiitsministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=2"
"Eesti Maaomavalitsuste Liit";"Tähtaeg: 21.03.2016 23:59";"Vastatud: 22.03.2016 11:24";"Kooskõlastatud märkustega";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=1"
"Rahandusministeerium";"Tähtaeg: 21.03.2016 23:59";"Vastatud: 19.04.2016 13:56";"Kooskõlastatud märkustega";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=1"
"Siseministeerium";"Tähtaeg: 21.03.2016 23:59";"Tähtaeg ületatud";"";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 21.03.2016 23:59";"Tähtaeg ületatud";"";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=1"
"Eesti Linnade Liit";"Tähtaeg: 21.03.2016 23:59";"Vastatud: 22.03.2016 11:14";"Kooskõlastatud märkustega";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=1"
"Justiitsministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Jäätmeseaduse ja keskkonnatasude seaduse muutmise seaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/d3999df4-3f45-4c8e-a1da-373af9aa0c50?activity=1"
"Justiitsministeerium";"Tähtaeg: 11.08.2014 23:59";"Tähtaeg ületatud";"";"Investeerimisfondide seadus";"https://eelnoud.valitsus.ee/main/mount/docList/f00fd5ed-cdad-4eb5-8584-360f718ec5f0?activity=3"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 11.08.2014 23:59";"Vastatud: 05.09.2014 14:23";"Kooskõlastatud märkustega";"Investeerimisfondide seadus";"https://eelnoud.valitsus.ee/main/mount/docList/f00fd5ed-cdad-4eb5-8584-360f718ec5f0?activity=3"
"Eesti Pank";"Tähtaeg: 11.08.2014 23:59";"Ei ole esitatud";"";"Investeerimisfondide seadus";"https://eelnoud.valitsus.ee/main/mount/docList/f00fd5ed-cdad-4eb5-8584-360f718ec5f0?activity=3"
"Tähtaeg: 15.09.2015 23:59";"Vastatud: 24.09.2015 08:24";"Mitte kooskõlastatud";"
Ava14-0874/0524.09.2015 08:24Investeerimisfondide seadusFaili nimetusPealkiriKeeleversioonLisamise aegSuurus
Investeerimisfondide seadus.bdocInvesteerimisfondide seadusEE24.09.2015 08:24385.34 kBVaata andmeid
Investeerimisfondide seadus.pdfAva PDF24.09.2015 08:24447.76 kBVaata andmeid
";"Investeerimisfondide seadus";"https://eelnoud.valitsus.ee/main/mount/docList/f00fd5ed-cdad-4eb5-8584-360f718ec5f0?activity=3"
"Tähtaeg: 15.09.2015 23:59";"Vastatud: 31.08.2015 13:02";"Kooskõlastatud";"
Ava14-0874/0431.08.2015 13:02Investeerimisfondide seadusFaili nimetusPealkiriKeeleversioonLisamise aegSuurus
kiri_digitaalne_Template_15-00047_025.bdocEE31.08.2015 12:5752.79 kBVaata andmeid
kiri_digitaalne_Template_15-00047_025.docx31.08.2015 12:5748.07 kBVaata andmeid
";"Investeerimisfondide seadus";"https://eelnoud.valitsus.ee/main/mount/docList/f00fd5ed-cdad-4eb5-8584-360f718ec5f0?activity=3"
"";"Vastatud: 24.09.2015 08:25";"Mitte kooskõlastatud";"
Ava14-0874/0624.09.2015 08:25Investeerimisfondide seadusFaili nimetusPealkiriKeeleversioonLisamise aegSuurus
Investeerimisfondide seadus.bdocInvesteerimisfondide seadusEE24.09.2015 08:25385.34 kBVaata andmeid
Investeerimisfondide seadus.pdfAva PDF24.09.2015 08:25447.76 kBVaata andmeid
";"Investeerimisfondide seadus";"https://eelnoud.valitsus.ee/main/mount/docList/f00fd5ed-cdad-4eb5-8584-360f718ec5f0?activity=3"
"Tähtaeg: 15.09.2015 23:59";"Ei ole esitatud";"";"Ava";"Investeerimisfondide seadus";"https://eelnoud.valitsus.ee/main/mount/docList/f00fd5ed-cdad-4eb5-8584-360f718ec5f0?activity=3"
"Edastatud";"";"";"Ava";"Investeerimisfondide seadus";"https://eelnoud.valitsus.ee/main/mount/docList/f00fd5ed-cdad-4eb5-8584-360f718ec5f0?activity=3"
"Edastatud";"";"";"Ava";"Investeerimisfondide seadus";"https://eelnoud.valitsus.ee/main/mount/docList/f00fd5ed-cdad-4eb5-8584-360f718ec5f0?activity=3"
"Justiitsministeerium";"Tähtaeg: 31.03.2016 23:59";"Tähtaeg ületatud";"";"Riigi äriühingu ja sellise äriühingu, kus riigil on vähemalt otsustusõigus, poolt makstavate dividendide summade kinnitamine 2016. aastaks AK";"https://eelnoud.valitsus.ee/main/mount/docList/3691482e-fa1e-4041-b434-c72ce2a848ca?activity=1"
"Maaeluministeerium";"Tähtaeg: 31.03.2016 23:59";"Vastatud: 01.04.2016 20:44";"Kooskõlastatud märkustega";"Riigi äriühingu ja sellise äriühingu, kus riigil on vähemalt otsustusõigus, poolt makstavate dividendide summade kinnitamine 2016. aastaks AK";"https://eelnoud.valitsus.ee/main/mount/docList/3691482e-fa1e-4041-b434-c72ce2a848ca?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 31.03.2016 23:59";"Tähtaeg ületatud";"";"Riigi äriühingu ja sellise äriühingu, kus riigil on vähemalt otsustusõigus, poolt makstavate dividendide summade kinnitamine 2016. aastaks AK";"https://eelnoud.valitsus.ee/main/mount/docList/3691482e-fa1e-4041-b434-c72ce2a848ca?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 31.03.2016 23:59";"Vastatud: 18.04.2016 11:19";"Kooskõlastatud märkustega";"Riigi äriühingu ja sellise äriühingu, kus riigil on vähemalt otsustusõigus, poolt makstavate dividendide summade kinnitamine 2016. aastaks AK";"https://eelnoud.valitsus.ee/main/mount/docList/3691482e-fa1e-4041-b434-c72ce2a848ca?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 31.03.2016 23:59";"Vastatud: 31.03.2016 10:45";"Kooskõlastatud märkustega";"Riigi äriühingu ja sellise äriühingu, kus riigil on vähemalt otsustusõigus, poolt makstavate dividendide summade kinnitamine 2016. aastaks AK";"https://eelnoud.valitsus.ee/main/mount/docList/3691482e-fa1e-4041-b434-c72ce2a848ca?activity=1"
"Kaitseministeerium";"Tähtaeg: 08.01.2016 23:59";"Tähtaeg ületatud";"";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Rahandusministeerium";"Tähtaeg: 08.01.2016 23:59";"Vastatud: 02.02.2016 13:55";"Kooskõlastatud märkustega";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Maaeluministeerium";"Tähtaeg: 08.01.2016 23:59";"Vastatud: 08.01.2016 16:03";"Kooskõlastatud märkustega";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Kultuuriministeerium";"Tähtaeg: 08.01.2016 23:59";"Tähtaeg ületatud";"";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Sotsiaalministeerium";"Tähtaeg: 08.01.2016 23:59";"Tähtaeg ületatud";"";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Siseministeerium";"Tähtaeg: 08.01.2016 23:59";"Vastatud: 06.01.2016 16:22";"Kooskõlastatud märkustega";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 08.01.2016 23:59";"Tähtaeg ületatud";"";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Keskkonnaministeerium";"Tähtaeg: 08.01.2016 23:59";"Tähtaeg ületatud";"";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Välisministeerium";"Tähtaeg: 08.01.2016 23:59";"Tähtaeg ületatud";"";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Eesti Linnade Liit";"";"Vastatud: 13.01.2016 14:56";"Mitte kooskõlastatud";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Eesti Maaomavalitsuste Liit";"";"Vastatud: 13.01.2016 19:35";"Mitte kooskõlastatud";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Justiitsministeerium";"Tähtaeg: 30.05.2016 23:59";"Edastatud";"";"Haridusseaduse eelnõu";"https://eelnoud.valitsus.ee/main/mount/docList/047dca02-3a24-45f6-acc1-f2aecd264d4d?activity=3"
"Haridus- ja Teadusministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Kaitseministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Rahandusministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Justiitsministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Maaeluministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Kultuuriministeerium";"Tähtaeg: 23.05.2016 23:59";"Vastatud: 03.05.2016 16:06";"Kooskõlastatud";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Sotsiaalministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Keskkonnaministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Välisministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Riigikantselei";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Vabariigi Presidendi Kantselei";"Tähtaeg: 23.05.2016 23:59";"Ei ole esitatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=2"
"Haridus- ja Teadusministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Kaitseministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Rahandusministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Justiitsministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Maaeluministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Kultuuriministeerium";"Tähtaeg: 23.05.2016 23:59";"Vastatud: 03.05.2016 16:06";"Kooskõlastatud";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Välisministeerium";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Riigikantselei";"Tähtaeg: 23.05.2016 23:59";"Edastatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"Vabariigi Presidendi Kantselei";"Tähtaeg: 23.05.2016 23:59";"Ei ole esitatud";"";"Riigikaitseobjekti kaitse kord";"https://eelnoud.valitsus.ee/main/mount/docList/9857ebd0-c499-4b99-b023-545fffc52114?activity=1"
"1-6/1176-1";"Välismaalaste seaduse muutmise ja sellega seonduvalt teiste seaduste muutmise seadus";"29.03.2016";"Siseministeerium";"Välismaalaste seaduse, Euroopa Liidu kodaniku seaduse ja isikut tõendavate dokumentide seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/a7027f17-fe0c-439c-a2be-8e249cb69c28?activity=1"
"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"";"Välismaalaste seaduse, Euroopa Liidu kodaniku seaduse ja isikut tõendavate dokumentide seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/a7027f17-fe0c-439c-a2be-8e249cb69c28?activity=1"
"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"";"Välismaalaste seaduse, Euroopa Liidu kodaniku seaduse ja isikut tõendavate dokumentide seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/a7027f17-fe0c-439c-a2be-8e249cb69c28?activity=1"
"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"";"Välismaalaste seaduse, Euroopa Liidu kodaniku seaduse ja isikut tõendavate dokumentide seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/a7027f17-fe0c-439c-a2be-8e249cb69c28?activity=1"
